,Country,EdLevel,YearsCodePro,Employment,Salary,UndergradMajor
11560,35,1,12.0,0,65424.0,1
57676,6,0,10.0,2,136150.0,6
38411,35,1,0.5,0,41871.0,9
56017,31,0,6.0,0,58788.0,6
18460,28,2,10.0,0,45828.0,6
54846,11,1,24.0,0,65508.0,5
3675,6,0,0.5,0,41986.0,4
15450,23,2,1.0,0,27492.0,6
20608,36,0,20.0,0,106000.0,9
50116,35,0,18.0,0,71093.0,6
46531,21,0,8.0,0,86251.0,6
6749,1,2,10.0,0,101542.0,6
32888,21,2,1.0,0,48279.0,9
6794,11,2,10.0,0,71036.0,6
45890,1,2,3.0,0,32868.0,6
20612,30,0,10.0,0,57287.0,6
38347,35,2,4.0,0,65424.0,3
46451,36,0,44.0,2,150000.0,6
328,35,1,17.0,0,34675.0,9
4710,6,1,1.0,0,32826.0,6
19665,36,0,5.0,0,200000.0,2
2370,25,0,10.0,0,33672.0,6
38290,36,1,3.0,0,73000.0,6
35312,5,1,5.0,0,17556.0,6
58047,18,1,20.0,0,71345.0,6
15791,4,1,8.0,0,33108.0,6
27382,10,2,18.0,0,89368.0,6
43845,36,3,11.0,0,150000.0,3
67923,14,0,3.0,0,9075.0,6
10871,6,0,10.0,0,95423.0,5
64510,36,1,30.0,0,130000.0,6
18562,14,1,10.0,0,15780.0,10
62181,36,1,2.0,0,65000.0,10
4898,11,2,9.0,0,74474.0,3
37921,35,0,7.0,0,78508.0,10
1209,36,0,14.0,0,200000.0,5
13362,36,0,5.0,0,101000.0,6
65807,36,0,3.0,0,26400.0,6
45836,36,2,12.0,0,100000.0,6
39832,1,0,10.0,0,119674.0,6
25473,31,0,3.0,0,47058.0,6
35891,7,1,7.0,0,32076.0,5
78,11,0,20.0,1,54996.0,0
26120,23,2,14.0,0,39204.0,6
49402,23,2,1.0,0,6600.0,2
52918,11,1,8.0,0,70264.0,6
70219,14,0,5.0,0,25131.0,6
65251,1,0,9.0,0,66142.0,6
22760,11,3,9.0,0,61870.0,3
45780,35,2,1.0,0,37485.0,3
60044,36,0,6.0,0,100000.0,6
70480,25,2,11.0,0,36144.0,6
41905,6,0,3.0,0,89316.0,6
29799,36,0,5.0,0,113000.0,6
53702,11,0,1.0,1,8364.0,6
50095,10,2,3.0,0,48644.0,5
69523,21,1,12.0,2,127780.0,6
5682,4,0,4.0,2,13116.0,5
9493,36,0,1.0,0,70000.0,6
3981,36,0,19.0,0,95000.0,6
58466,36,0,14.0,0,140000.0,4
9867,36,1,25.0,0,135000.0,5
20390,4,2,14.0,0,50808.0,6
50713,36,0,7.0,0,115200.0,6
37637,36,0,1.0,0,71000.0,6
15605,13,1,8.0,1,13752.0,6
14485,14,2,7.0,0,10495.0,6
59341,17,1,11.0,0,163438.0,6
6213,23,0,3.0,0,42468.0,6
19641,23,0,20.0,0,123744.0,6
63388,14,0,3.0,0,12566.0,6
53693,36,2,22.0,0,205000.0,6
34550,36,0,12.0,0,119000.0,6
63248,24,0,5.0,0,12456.0,6
39753,1,0,4.0,0,60925.0,6
13275,36,2,4.0,0,63000.0,3
50247,35,0,16.0,0,82080.0,6
5544,34,2,12.0,0,45444.0,0
34714,17,2,6.0,0,108864.0,6
21137,7,3,5.0,0,14964.0,6
70587,30,0,17.0,0,57292.0,6
105,10,2,16.0,0,44684.0,6
17061,33,2,2.0,0,10368.0,3
14385,14,2,4.0,0,11194.0,6
27181,4,2,12.0,0,45900.0,6
6789,35,2,4.0,0,45797.0,5
34160,23,0,3.0,0,45664.0,6
61313,36,0,8.0,0,110244.0,6
43429,21,0,2.0,0,55176.0,6
49904,25,0,5.0,0,48600.0,6
26287,18,1,4.0,2,28644.0,9
20121,36,0,10.0,0,80000.0,4
19360,13,0,9.0,0,29448.0,6
39462,29,0,8.0,0,72048.0,5
44748,6,0,9.0,0,57480.0,6
35983,23,2,13.0,0,111078.0,6
8989,36,0,4.0,0,30000.0,6
12404,32,0,5.0,0,145672.0,6
9969,36,0,5.0,0,92000.0,6
12305,14,0,4.0,0,26586.0,5
1770,17,0,3.0,0,69276.0,5
22368,5,1,13.0,0,52656.0,6
66035,27,3,10.0,0,33924.0,6
67902,23,0,0.5,0,58686.0,6
10912,11,2,8.0,0,122595.0,6
44443,36,0,20.0,0,110000.0,6
30988,23,2,9.0,0,17616.0,2
35790,25,2,19.0,0,75828.0,6
64021,36,0,2.0,0,35000.0,3
28804,36,0,12.0,0,185000.0,6
38169,36,0,4.0,0,95000.0,4
7856,14,0,16.0,0,11894.0,9
60356,27,0,7.0,2,67848.0,6
10100,29,2,6.0,0,53136.0,6
39643,36,3,20.0,0,172000.0,6
43113,18,2,4.0,0,27498.0,6
46724,23,0,10.0,0,57192.0,6
21575,36,0,8.0,0,60000.0,0
37387,33,0,15.0,0,59904.0,3
53087,11,1,9.0,0,86478.0,6
28185,11,2,7.0,0,60725.0,6
61062,4,2,25.0,0,52224.0,6
67679,1,0,4.0,0,73491.0,9
8719,36,2,28.0,0,120000.0,3
8558,28,0,15.0,0,82500.0,5
66184,36,0,2.0,0,62500.0,6
47058,1,0,14.0,0,73491.0,5
12516,28,0,5.0,0,40332.0,6
24530,35,2,18.0,0,91593.0,6
40736,23,0,6.0,0,15600.0,6
20648,36,1,25.0,0,86000.0,8
24251,23,1,14.0,2,43538.0,2
12454,6,0,2.0,0,53437.0,1
43420,30,0,2.0,0,27498.0,6
6825,23,0,0.5,0,7164.0,9
57265,14,0,0.5,0,1680.0,6
42879,36,0,4.0,0,100000.0,6
31826,23,3,22.0,0,1500.0,0
49853,23,1,19.0,0,97288.0,6
22554,35,0,9.0,0,71966.0,6
34841,36,0,23.0,0,142000.0,9
40927,6,0,6.0,0,83972.0,6
61991,28,3,7.0,0,62910.0,6
62362,36,2,12.0,0,70000.0,6
56022,10,2,5.0,0,28536.0,6
10450,36,0,1.0,0,150000.0,6
4423,1,0,2.0,0,58024.0,6
44927,36,1,1.0,0,110000.0,4
6862,23,0,4.0,0,22284.0,6
39754,30,0,14.0,0,48121.0,3
21252,36,1,2.0,0,55000.0,10
9490,36,0,4.0,0,95000.0,6
20760,10,2,7.0,2,48121.0,6
48615,28,1,2.0,0,15096.0,1
15635,36,0,7.0,0,183600.0,6
40050,30,1,3.0,0,36664.0,3
58696,36,0,5.0,0,85000.0,6
35694,14,0,2.0,0,25187.0,9
21304,14,2,5.0,0,10495.0,6
9825,11,2,14.0,0,105409.0,6
9479,36,1,25.0,0,80000.0,6
8733,11,2,3.0,0,52248.0,6
37755,6,0,6.0,0,76339.0,6
51580,30,1,20.0,0,81050.0,6
53502,36,0,5.0,0,85000.0,6
16874,11,0,6.0,0,50413.0,6
20081,30,0,10.0,0,91660.0,6
2013,23,0,11.0,0,58500.0,6
40634,23,0,3.0,0,15480.0,6
61108,14,2,10.0,0,34206.0,6
61717,23,0,3.0,0,12000.0,6
53803,0,1,6.0,0,58392.0,9
38445,14,0,11.0,0,25188.0,5
33715,36,0,1.0,0,60000.0,6
33383,11,0,3.0,0,63016.0,9
2147,36,2,15.0,0,230000.0,6
41556,0,1,1.0,0,8400.0,6
51857,14,0,8.0,0,21641.0,5
39897,36,1,2.0,0,50000.0,0
62817,18,0,11.0,0,62697.0,2
59238,11,2,12.0,0,60535.0,3
10762,35,3,3.0,0,60190.0,5
45505,9,0,26.0,0,79128.0,6
9699,14,0,9.0,0,6996.0,6
34800,6,0,3.0,0,64888.0,6
43723,25,2,9.0,0,39492.0,6
60201,14,0,5.0,0,12566.0,5
6841,30,2,3.0,0,40101.0,5
26811,17,0,6.0,0,56076.0,6
17194,35,0,5.0,0,52339.0,9
54469,29,0,6.0,0,37632.0,6
63028,14,2,1.0,0,3768.0,5
6269,11,2,5.0,0,80202.0,6
49464,16,0,31.0,0,77831.0,3
2073,36,1,2.0,0,82400.0,6
42498,11,0,9.0,0,74474.0,6
37260,28,2,6.0,0,42168.0,6
68562,32,3,35.0,2,38916.0,6
40502,5,0,2.0,1,10536.0,6
33653,36,1,5.0,0,60000.0,6
58821,14,0,1.0,0,5196.0,6
18174,36,0,7.0,0,100000.0,6
11334,30,1,4.0,0,42393.0,6
14621,14,0,4.0,0,13993.0,5
15332,2,0,5.0,0,59400.0,6
40097,23,1,2.0,0,15948.0,6
42968,4,2,12.0,0,45900.0,6
52606,14,2,7.0,0,10728.0,6
58026,35,0,1.0,0,90482.0,6
3895,10,2,5.0,0,45830.0,6
767,36,0,6.0,0,165000.0,6
50505,35,1,7.0,0,51704.0,6
70568,34,0,1.0,0,4896.0,3
50281,18,2,13.0,0,34591.0,6
41017,4,0,2.0,0,22296.0,6
65378,35,3,13.0,0,77556.0,6
18029,11,2,7.0,0,39876.0,3
8012,36,0,7.0,0,150000.0,6
70862,36,0,11.0,0,220000.0,6
43359,0,1,29.0,0,25836.0,3
28801,35,0,10.0,0,100752.0,10
28718,36,3,12.0,0,140000.0,6
16363,36,0,11.0,0,125000.0,6
61470,36,0,6.0,0,100000.0,7
6719,29,1,8.0,2,9012.0,8
24747,36,0,18.0,0,100000.0,6
808,23,1,3.0,2,1332.0,6
24309,23,0,1.0,0,3324.0,6
1468,6,2,1.0,0,56032.0,6
30337,19,0,6.0,0,8796.0,9
58760,36,0,20.0,0,50000.0,6
49622,28,0,4.0,0,19800.0,6
10550,36,0,4.0,0,61000.0,6
35490,33,1,20.0,0,23040.0,5
5419,23,0,6.0,1,17820.0,3
69157,22,0,11.0,0,89553.0,6
17548,3,2,7.0,0,69495.0,3
44722,35,0,2.0,0,38778.0,6
34328,36,3,8.0,0,250000.0,6
21059,36,0,12.0,0,95000.0,6
61869,24,0,2.0,0,23350.0,6
61954,14,0,2.0,0,4189.0,6
61501,36,0,6.0,0,85000.0,6
12673,36,1,2.0,1,70000.0,6
6041,11,0,4.0,0,91431.0,4
62344,4,0,1.0,1,8244.0,10
12061,4,0,11.0,0,39336.0,10
47356,23,0,5.0,0,11208.0,9
19128,23,0,11.0,0,51986.0,9
69991,23,0,8.0,0,31788.0,6
31362,11,2,5.0,0,67599.0,6
25628,35,2,11.0,0,85051.0,6
18635,14,2,4.0,0,53736.0,6
34929,14,2,2.0,0,3696.0,6
49693,11,0,10.0,0,86478.0,6
21058,36,0,14.0,0,140000.0,6
23840,36,0,1.0,0,55000.0,6
9247,36,0,0.5,0,65000.0,6
43241,33,0,9.0,0,46080.0,6
55944,20,0,11.0,0,62264.0,6
37420,11,0,22.0,0,68748.0,6
25502,35,2,21.0,0,65554.0,6
46660,14,1,5.0,0,7032.0,6
15733,35,0,3.0,0,250000.0,6
10116,35,2,7.0,0,40563.0,6
22763,27,0,12.0,0,40488.0,6
7265,14,2,9.0,0,18468.0,6
29483,6,1,2.0,0,40917.0,6
68767,23,0,1.0,0,6552.0,5
70414,10,2,4.0,0,27240.0,6
50227,23,2,3.0,0,21792.0,9
42075,25,2,12.0,0,38472.0,10
36704,23,0,10.0,0,10800.0,0
11725,36,1,7.0,0,130000.0,6
69970,4,0,14.0,0,60932.0,6
15043,11,2,13.0,0,103117.0,6
69283,36,2,40.0,1,30000.0,3
23525,6,0,16.0,0,129775.0,6
64824,36,0,5.0,0,175000.0,4
27608,23,2,8.0,0,83616.0,6
36975,23,2,5.0,0,24000.0,6
23097,36,1,3.0,0,95000.0,8
58899,14,0,5.0,0,11169.0,9
30974,35,0,31.0,0,91593.0,6
31673,14,3,10.0,0,20989.0,6
14033,4,2,15.0,0,36060.0,6
29545,4,1,1.0,0,12132.0,6
26028,36,2,12.0,0,125000.0,6
34917,36,0,29.0,0,164000.0,0
57663,36,0,3.0,0,150000.0,1
45929,36,0,6.0,0,94500.0,6
20541,36,0,0.5,0,150000.0,5
31345,36,2,17.0,0,240000.0,6
26498,14,0,4.0,0,6297.0,6
58637,36,0,14.0,2,120000.0,2
74,28,1,4.0,0,32196.0,9
719,12,0,4.0,0,48121.0,6
60646,1,0,20.0,0,90193.0,6
23723,36,1,10.0,0,145000.0,8
36784,36,0,8.0,0,106000.0,6
38328,23,0,0.5,0,9516.0,6
45809,36,2,12.0,0,130000.0,6
59473,36,2,6.0,0,90000.0,5
47363,14,2,7.0,0,1396.0,6
3932,11,0,5.0,0,80202.0,6
14670,25,0,7.0,0,80160.0,6
63644,36,1,2.0,0,111000.0,6
49833,13,2,19.0,0,76971.0,6
53879,14,0,2.0,0,20105.0,5
66713,6,2,18.0,0,75631.0,6
48270,1,0,5.0,0,68714.0,9
21400,26,1,8.0,0,50413.0,3
2509,36,0,8.0,0,90000.0,6
40049,11,2,7.0,0,68745.0,6
42012,34,2,3.0,2,1728.0,6
31416,6,0,2.0,0,22902.0,3
32317,35,0,11.0,0,73274.0,6
30728,1,0,15.0,0,52224.0,6
59025,23,0,5.0,0,7500.0,6
67982,14,2,10.0,0,11477.0,6
4067,14,2,23.0,0,6720.0,10
68451,14,2,15.0,0,47470.0,6
58800,23,0,2.0,1,19116.0,6
20104,36,1,4.0,0,67000.0,9
57705,11,1,5.0,0,70264.0,6
13100,14,0,9.0,0,29385.0,6
66478,14,0,0.5,0,2513.0,6
30544,10,2,5.0,0,36664.0,6
27818,33,2,4.0,0,12672.0,10
3145,28,2,7.0,0,47664.0,6
43039,23,0,1.0,0,7560.0,10
17513,9,2,5.0,0,50052.0,9
8697,35,0,3.0,0,45797.0,5
60752,25,1,6.0,0,27336.0,6
65321,35,2,10.0,0,90482.0,6
30562,25,2,3.0,0,11220.0,3
37899,11,0,0.5,0,61870.0,2
24310,18,0,10.0,0,45830.0,6
24845,36,0,10.0,0,140000.0,6
54662,14,0,7.0,0,19546.0,6
49692,14,0,3.0,0,14660.0,5
20619,28,1,1.0,0,36672.0,6
54659,27,1,8.0,0,62424.0,6
24207,4,0,10.0,0,18036.0,6
61009,36,2,17.0,0,130000.0,6
40164,11,2,12.0,2,219984.0,6
46202,36,0,26.0,0,180000.0,6
59602,4,0,16.0,0,13464.0,6
44328,30,2,3.0,0,47563.0,6
17138,4,1,5.0,0,19020.0,9
1537,36,0,23.0,0,180000.0,6
10195,35,1,1.0,0,91593.0,6
68899,4,0,10.0,0,20616.0,9
35310,24,2,11.0,0,31200.0,6
6073,36,0,0.5,0,77000.0,6
11110,6,1,19.0,0,141984.0,6
20409,6,1,11.0,0,70231.0,6
21602,23,0,6.0,0,20184.0,9
57184,14,0,2.0,0,4468.0,6
23610,6,0,4.0,0,68705.0,6
31629,27,0,4.0,0,26028.0,6
33005,36,0,15.0,0,125000.0,9
20655,5,3,20.0,0,33463.0,3
22259,14,0,0.5,2,1399.0,5
55809,35,0,5.0,0,42656.0,6
49252,35,0,1.0,0,37421.0,6
55856,36,0,5.0,0,103000.0,6
6093,11,2,3.0,1,30935.0,6
39390,6,0,20.0,2,152677.0,6
37960,11,0,6.0,0,61870.0,6
54514,23,0,1.0,0,2412.0,9
37534,23,0,6.0,0,70000.0,6
29883,23,3,2.0,0,7800.0,5
56655,36,0,2.0,0,75000.0,6
62224,14,0,4.0,0,34904.0,6
1620,7,0,8.0,2,69492.0,6
8793,12,0,2.0,0,12372.0,6
21301,28,2,5.0,0,11004.0,6
1308,36,0,5.0,0,84000.0,4
14374,14,0,2.0,0,9235.0,6
1582,36,0,19.0,0,230000.0,0
46694,23,0,10.0,0,230000.0,2
24363,4,0,5.0,0,15084.0,6
35199,16,2,15.0,0,146656.0,5
46691,1,0,32.0,2,40086.0,2
1044,36,0,5.0,0,71000.0,6
34881,14,0,6.0,0,10200.0,6
58901,31,2,14.0,0,57684.0,6
37777,16,0,2.0,0,45830.0,10
57000,36,0,4.0,0,75000.0,6
50639,36,0,11.0,0,125000.0,7
63921,6,1,4.0,0,113447.0,8
7633,36,0,13.0,2,208000.0,6
61620,36,0,3.0,0,81000.0,6
10931,36,1,27.0,0,170000.0,3
43299,20,2,27.0,0,69717.0,6
26691,16,0,11.0,0,70464.0,6
38563,34,2,5.0,0,32460.0,4
62819,19,0,7.0,0,18744.0,6
63668,36,0,3.0,0,110000.0,3
31076,14,2,3.0,0,4704.0,6
38259,36,0,12.0,0,99000.0,6
1132,35,0,10.0,0,49722.0,10
49770,23,2,6.0,0,35112.0,6
20183,11,0,6.0,0,74474.0,6
44565,36,0,0.5,0,62500.0,3
20786,23,0,5.0,0,77629.0,3
46719,23,0,6.0,0,58686.0,6
60740,20,1,8.0,0,32424.0,6
1600,23,0,12.0,0,43332.0,5
67976,14,0,11.0,2,21780.0,5
1849,30,3,4.0,0,24816.0,6
58959,17,3,16.0,1,49032.0,6
1752,36,0,5.0,0,63000.0,5
53686,10,2,20.0,0,118908.0,6
34808,24,0,3.0,0,10836.0,6
18467,35,0,9.0,0,78508.0,5
64821,36,0,6.0,0,74900.0,2
40733,36,0,2.0,0,80000.0,6
37999,36,0,7.0,0,75000.0,10
33314,10,2,4.0,0,25440.0,6
38967,2,1,20.0,0,114575.0,6
19643,31,2,31.0,2,106044.0,6
70775,11,2,10.0,0,84312.0,2
50508,35,2,33.0,0,19389.0,6
5147,21,0,0.5,0,34485.0,6
69967,23,0,2.0,0,8400.0,6
25251,14,0,3.0,0,4030.0,6
10737,36,2,7.0,0,180000.0,6
61715,23,0,14.0,0,83838.0,6
18051,36,0,5.0,0,105000.0,6
12191,35,0,0.5,0,35329.0,6
10694,11,0,7.0,0,80202.0,6
22398,36,0,4.0,0,184000.0,6
13288,23,2,12.0,0,69000.0,6
39937,7,0,4.0,2,53460.0,6
32334,23,2,9.0,0,182657.0,6
16559,35,2,5.0,0,85051.0,3
22372,36,1,3.0,0,50000.0,6
51360,11,0,10.0,0,70264.0,6
11801,35,0,9.0,0,60190.0,6
34864,31,2,3.0,0,62304.0,5
63494,14,0,5.0,0,10056.0,6
20171,10,2,1.0,0,42624.0,5
28930,23,1,1.0,0,14580.0,6
46118,18,2,8.0,0,50806.0,6
14650,14,0,0.5,0,4058.0,6
48070,17,0,4.0,0,44160.0,5
15574,23,1,4.0,0,11700.0,6
43185,23,2,4.0,0,28860.0,3
44009,23,2,11.0,2,53700.0,5
41256,18,0,2.0,0,21996.0,8
9318,2,1,20.0,0,82488.0,6
58849,1,2,11.0,0,48108.0,6
54225,23,1,1.0,0,6000.0,6
69969,36,0,3.0,0,78000.0,7
18825,36,1,5.0,0,90000.0,6
63884,35,0,0.5,0,31022.0,6
64994,1,0,20.0,0,107229.0,6
66404,36,0,2.0,0,100000.0,6
17706,11,2,1.0,0,44684.0,1
50755,11,1,7.0,0,54049.0,6
61554,6,1,40.0,2,90758.0,5
59097,11,1,5.0,0,38916.0,6
24398,29,0,2.0,0,14412.0,6
27328,30,0,4.0,0,41247.0,6
46858,36,1,24.0,0,95000.0,3
36833,36,0,0.5,0,120000.0,6
15096,4,1,1.0,0,9504.0,6
1294,31,0,2.0,0,40824.0,5
29583,23,1,4.0,0,18456.0,5
48334,14,0,3.0,0,4356.0,6
63413,25,1,2.0,0,25824.0,6
30962,36,0,23.0,0,140000.0,6
34768,23,1,7.0,0,20628.0,6
52794,7,2,4.0,0,62352.0,9
34831,11,3,14.0,0,93951.0,3
28647,18,2,15.0,0,96240.0,6
49103,4,0,5.0,0,13740.0,5
34275,14,0,0.5,0,5037.0,6
39451,23,0,5.0,0,18348.0,9
50711,2,1,6.0,0,64859.0,9
20002,11,0,6.0,0,71036.0,6
5577,33,3,18.0,0,23040.0,6
59902,34,0,1.0,0,15660.0,6
59927,35,0,4.0,0,45241.0,6
59840,36,0,15.0,0,115000.0,6
35660,21,0,2.0,1,36209.0,6
40857,6,0,8.0,0,61071.0,6
59180,23,0,0.5,0,4236.0,6
5611,27,2,12.0,0,41352.0,6
65781,35,2,16.0,0,103408.0,6
5077,36,0,10.0,0,144000.0,6
5335,23,0,3.0,0,4080.0,6
9546,36,1,25.0,0,175000.0,6
23350,14,2,12.0,0,22388.0,9
4141,35,0,14.0,0,91593.0,6
7938,36,2,2.0,0,150000.0,6
63982,6,2,2.0,0,75631.0,2
67297,36,0,5.0,0,120000.0,5
19933,36,1,3.0,0,50000.0,6
13036,36,1,35.0,0,91520.0,6
71066,36,0,0.5,0,180000.0,6
30836,11,2,10.0,0,106555.0,6
38784,4,0,9.0,0,173748.0,6
56058,35,2,10.0,0,77556.0,6
60624,23,2,4.0,0,16212.0,5
12224,14,0,10.0,2,19600.0,6
23104,36,0,11.0,0,147500.0,6
50387,35,2,10.0,0,72252.0,6
9583,28,0,7.0,0,36672.0,6
21015,35,0,5.0,0,35329.0,6
31846,36,2,7.0,0,92000.0,5
27027,27,2,7.0,0,40488.0,6
70293,36,0,9.0,0,120000.0,6
45717,36,0,2.0,0,55000.0,2
2251,6,2,2.0,0,54582.0,6
25601,34,2,11.0,0,90000.0,6
3670,36,2,10.0,0,185000.0,5
13393,23,0,2.0,0,1355.0,6
63993,34,3,5.0,0,96000.0,3
25401,25,0,3.0,1,24372.0,6
58945,7,2,3.0,0,38976.0,9
65412,4,0,11.0,0,8244.0,7
60741,25,0,10.0,2,37969.0,6
57657,4,0,20.0,0,45814.0,9
25212,21,1,12.0,0,50693.0,9
30725,7,2,5.0,0,40092.0,6
66469,19,1,4.0,2,3876.0,10
13436,27,0,2.0,0,26940.0,6
59061,31,2,3.0,0,45408.0,6
37528,4,1,1.0,0,22944.0,6
17331,31,0,5.0,0,61872.0,6
11689,35,0,21.0,0,78508.0,6
23369,14,0,4.0,0,5172.0,6
15958,4,1,10.0,0,32784.0,6
42112,18,1,3.0,0,19932.0,10
52122,18,2,32.0,0,102000.0,6
14196,11,2,11.0,0,60725.0,6
31816,36,2,3.0,0,105000.0,2
10776,34,2,4.0,0,31512.0,6
52033,23,1,2.0,0,9000.0,6
20269,23,0,2.0,0,21348.0,0
1081,35,2,22.0,0,119071.0,6
49434,20,0,4.0,0,43239.0,6
64360,22,2,3.0,0,97753.0,6
12963,23,0,9.0,0,24000.0,9
65821,36,1,9.0,0,132000.0,6
44678,36,2,16.0,0,180000.0,6
6697,3,2,6.0,2,137490.0,0
60804,14,0,11.0,0,67016.0,6
25820,11,0,10.0,0,68748.0,6
726,31,1,2.0,2,41892.0,6
60231,36,1,16.0,0,120000.0,7
27867,23,0,8.0,0,99840.0,10
23515,4,1,16.0,2,81960.0,10
38826,36,0,0.5,0,170000.0,6
50992,31,2,28.0,0,62592.0,6
61362,34,1,3.0,0,9792.0,5
17948,33,2,3.0,0,10944.0,6
52825,35,2,3.0,2,31020.0,6
26572,32,3,2.0,0,126032.0,3
53463,36,2,12.0,0,133000.0,6
37466,36,0,16.0,2,240000.0,9
10750,30,1,2.0,0,247476.0,6
3320,14,2,6.0,0,26586.0,6
21576,28,2,14.0,0,36672.0,5
48632,1,0,6.0,0,53448.0,9
10464,14,0,1.0,0,7276.0,9
53620,23,0,0.5,0,4272.0,6
30733,14,0,7.0,0,11894.0,6
12446,23,0,7.0,0,30732.0,6
4773,34,1,2.0,0,12552.0,6
39343,1,0,3.0,0,123301.0,5
37275,32,2,8.0,0,127588.0,6
37477,10,2,6.0,0,45830.0,10
49999,10,2,6.0,0,44861.0,6
31836,2,0,2.0,1,15120.0,6
3815,11,1,0.5,0,33000.0,1
62888,23,0,6.0,0,15180.0,6
62870,14,0,3.0,0,5766.0,5
49990,1,2,0.5,0,40086.0,5
46421,36,0,7.0,0,83000.0,6
41508,36,1,4.0,0,115000.0,0
60277,36,0,12.0,0,237000.0,6
23916,23,0,1.0,0,3324.0,6
64595,36,0,21.0,0,170000.0,6
12067,14,0,2.0,0,33583.0,6
24143,14,2,8.0,0,27986.0,6
20981,31,2,10.0,0,85500.0,6
30492,36,2,3.0,1,47000.0,9
25993,36,0,7.0,0,100000.0,9
38553,35,0,1.0,0,35983.0,3
48733,28,2,12.0,0,57576.0,6
67953,23,0,3.0,0,11148.0,6
61192,10,2,2.0,0,37834.0,10
57327,23,0,2.0,0,11772.0,9
49756,11,2,1.0,0,48644.0,6
13560,14,0,2.0,0,1680.0,5
58865,36,1,9.0,0,43776.0,6
43038,4,3,5.0,0,9840.0,10
44333,36,1,3.0,0,55620.0,8
39993,36,2,20.0,0,72000.0,0
2311,36,0,4.0,0,1080.0,6
62227,36,0,8.0,0,130000.0,6
28919,20,0,16.0,0,60492.0,0
66807,36,0,19.0,2,60000.0,6
23380,23,1,0.5,0,4596.0,6
51134,31,2,8.0,0,67500.0,6
29685,14,0,0.5,1,11748.0,6
12658,6,0,8.0,0,72522.0,6
8391,36,2,10.0,0,100000.0,6
47636,7,1,9.0,0,73615.0,5
41445,31,0,5.0,0,47724.0,6
15167,30,2,4.0,0,28644.0,2
68325,30,0,3.0,0,38915.0,6
12916,25,0,2.0,0,22980.0,2
54880,35,0,10.0,0,62691.0,10
2823,31,1,25.0,0,53688.0,6
4551,35,0,22.0,0,50376.0,6
68996,14,0,3.0,0,5700.0,5
38104,36,1,6.0,0,70000.0,6
11437,35,3,20.0,0,78508.0,4
20837,32,2,2.0,1,60278.0,6
24570,31,2,15.0,0,51696.0,6
28477,4,0,18.0,0,7536.0,6
46777,36,0,25.0,0,87750.0,6
11353,35,0,10.0,0,34675.0,9
3749,23,2,7.0,0,45372.0,9
43162,28,3,12.0,0,43694.0,6
16821,17,2,15.0,0,98964.0,6
57153,23,0,3.0,0,22701.0,9
16532,29,1,6.0,0,31524.0,8
27370,36,0,10.0,0,150000.0,6
60726,14,0,4.0,0,7401.0,6
8399,14,0,0.5,0,6297.0,9
9079,20,2,6.0,0,64162.0,6
524,10,2,13.0,0,80202.0,6
68157,29,0,7.0,2,44832.0,6
30766,36,0,5.0,0,116000.0,9
25523,23,0,1.0,1,7668.0,4
57602,19,0,1.0,0,3876.0,5
46500,1,0,3.0,0,86853.0,6
3727,35,1,13.0,2,125616.0,6
9472,36,0,8.0,0,110000.0,5
23183,34,1,0.5,0,11256.0,6
32890,36,0,3.0,0,144000.0,0
20750,10,2,6.0,0,57287.0,6
30461,14,0,5.0,0,65000.0,3
15620,36,0,5.0,0,71500.0,6
42567,22,0,1.0,0,68727.0,2
48153,16,0,2.0,1,5400.0,6
2283,11,0,6.0,1,6192.0,6
2302,34,2,10.0,0,12984.0,6
23781,36,0,10.0,0,84000.0,6
44377,36,0,15.0,0,130000.0,3
3052,17,0,18.0,0,98964.0,6
14292,36,0,32.0,2,50000.0,6
5820,36,0,0.5,0,84000.0,6
47321,14,0,4.0,0,9773.0,9
58349,36,0,3.0,0,77500.0,6
28036,36,0,7.0,0,120000.0,6
65343,35,0,4.0,0,82726.0,6
49538,23,0,3.0,0,34584.0,6
58032,1,0,25.0,0,173705.0,6
52207,17,0,7.0,0,5253.0,6
15173,35,1,18.0,0,196271.0,6
19950,25,0,2.0,0,22440.0,6
48,2,0,3.0,0,57287.0,0
26708,11,1,5.0,0,46476.0,6
16885,26,2,10.0,0,44995.0,6
47779,14,0,5.0,0,6283.0,6
31819,25,1,3.0,2,41688.0,5
35953,23,0,8.0,2,13176.0,6
14345,35,0,1.0,0,45797.0,6
48542,28,2,5.0,0,6504.0,6
53436,19,3,1.0,2,5172.0,9
229,36,1,21.0,0,85000.0,8
1211,0,0,5.0,0,11304.0,6
61345,36,0,12.0,0,115000.0,9
63745,23,1,10.0,0,20580.0,6
35592,31,1,12.0,0,74364.0,9
8772,11,0,6.0,0,57287.0,6
33737,28,2,2.0,0,11004.0,9
35775,6,0,21.0,0,190846.0,6
60924,36,0,3.0,0,93000.0,6
29163,25,0,3.0,0,59316.0,6
61565,36,0,10.0,0,145000.0,6
20689,14,0,4.0,0,20989.0,6
70883,20,0,7.0,2,116748.0,6
17458,36,0,7.0,0,87000.0,6
10942,11,2,4.0,0,57287.0,5
1986,14,0,16.0,0,61568.0,6
68907,36,3,31.0,0,128400.0,3
56805,36,1,6.0,2,75000.0,9
39978,11,1,10.0,2,91660.0,9
61720,14,0,4.0,0,16754.0,6
35712,10,2,24.0,0,150695.0,6
